"Date","Price","Open","High","Low","Vol.","Change %"
"02/23/2015","31,380.00","31,380.00","31,380.00","31,380.00","","1.36%"
"02/20/2015","30,960.00","30,960.00","30,960.00","30,960.00","","0.00%"
"02/19/2015","30,960.00","30,960.00","30,960.00","30,960.00","","1.28%"
"02/18/2015","30,570.00","30,570.00","30,570.00","30,570.00","","1.80%"
"02/17/2015","30,030.00","30,030.00","30,030.00","30,030.00","","0.00%"
"02/16/2015","30,030.00","30,030.00","30,030.00","30,030.00","","0.10%"
"02/13/2015","30,000.00","30,000.00","30,000.00","30,000.00","","0.30%"
"02/12/2015","29,910.00","29,910.00","29,910.00","29,910.00","","-0.86%"
"02/11/2015","30,170.00","30,170.00","30,170.00","30,170.00","","-0.66%"
"02/10/2015","30,370.00","30,370.00","30,370.00","30,370.00","","0.80%"
"02/09/2015","30,130.00","30,130.00","30,130.00","30,130.00","","-1.05%"
"02/06/2015","30,450.00","30,450.00","30,450.00","30,450.00","","-1.17%"
"02/05/2015","30,810.00","30,810.00","30,810.00","30,810.00","","-0.68%"
"02/04/2015","31,020.00","31,020.00","31,020.00","31,020.00","","-0.67%"
"02/03/2015","31,230.00","31,230.00","31,230.00","31,230.00","","1.13%"
"02/02/2015","30,880.00","30,880.00","30,880.00","30,880.00","","0.10%"
"01/30/2015","30,850.00","30,850.00","30,850.00","30,850.00","","0.62%"
"01/29/2015","30,660.00","30,660.00","30,660.00","30,660.00","","-0.03%"
"01/28/2015","30,670.00","30,670.00","30,670.00","30,670.00","","-0.68%"
"01/27/2015","30,880.00","30,880.00","30,880.00","30,880.00","","-0.39%"
"01/23/2015","31,000.00","31,000.00","31,000.00","31,000.00","","-0.03%"
"01/22/2015","31,010.00","31,010.00","31,010.00","31,010.00","","-0.35%"
"01/21/2015","31,120.00","31,120.00","31,120.00","31,120.00","","-0.92%"
"01/20/2015","31,410.00","31,410.00","31,410.00","31,410.00","","0.00%"
"01/19/2015","31,410.00","31,410.00","31,410.00","31,410.00","","-1.01%"
"01/16/2015","31,730.00","31,730.00","31,730.00","31,730.00","","-0.19%"
"01/15/2015","31,790.00","31,790.00","31,790.00","31,790.00","","0.44%"
"01/14/2015","31,650.00","31,650.00","31,650.00","31,650.00","","-0.03%"
"01/13/2015","31,660.00","31,660.00","31,660.00","31,660.00","","-0.31%"
"01/12/2015","31,760.00","31,760.00","31,760.00","31,760.00","","0.54%"
"01/09/2015","31,590.00","31,590.00","31,590.00","31,590.00","","-0.94%"
"01/08/2015","31,890.00","31,890.00","31,890.00","31,890.00","","0.60%"
"01/07/2015","31,700.00","31,700.00","31,700.00","31,700.00","","-0.35%"
"01/06/2015","31,810.00","31,810.00","31,810.00","31,810.00","","-0.50%"
"01/05/2015","31,970.00","31,970.00","31,970.00","31,970.00","","-0.22%"
"01/02/2015","32,040.00","32,040.00","32,040.00","32,040.00","","-0.96%"
"01/01/2015","32,350.00","32,350.00","32,350.00","32,350.00","","-0.03%"
